229,55,1168385
230,-36,513490
231,42,1905375
232,-21,558000
233,21,1920000
234,-36,9062664
235,72,9464871
236,-102,3157215
237,29,1181250
238,-37,1084285
239,67,9295715
240,-71,5601816
241,91,3158184
242,-49,513750
243,33,1338750
244,-37,2929770
245,38,8102730
246,-69,7725000
247,42,1228632
248,-42,1510368
249,36,3799632
250,-51,8856368
251,65,7707135
252,-53,2447150
253,30,1685186
254,-86,1438029
255,36,2401070
256,-25,1851430
257,78,13806666
258,-188,6942423
259,32,1407061
260,-82,12501350
261,53,4873012
262,-21,380396
263,27,1409088
264,-35,1589234
265,153,20605770
266,-46,2293942
267,47,9791058
268,-21,6168000
269,41,2232000
270,-28,2617500
271,33,1482500
272,-22,709999
273,49,2484285
274,-58,18766580
275,52,1449136
276,-36,3174000
277,27,1062666
278,-21,4093334
279,161,32026000
280,-37,1723089
281,149,4475911
282,-31,762500
283,113,23080357
284,-45,2817143
285,29,3010000
286,-59,24100000
287,56,7765877
288,-141,10626222
289,70,16226651
290,-31,5540480
291,23,1652770
292,-73,4628864
293,45,6046636
294,-23,3972500
295,21,5054284
296,-105,3247716
297,28,1972000
298,-62,3736000
299,45,6499996
300,-43,8786670
301,38,1721334
302,-33,1506000
303,31,862150
304,-52,933302
305,84,6262548
306,-21,2256460
307,150,15689540
308,-26,7422000
309,71,13569996
310,-36,2027274
311,26,6852726
312,-74,15913079
313,25,1476925
314,-55,2179350
315,22,1340646
316,-83,2499992
317,32,1334296
318,-49,6828786
319,56,6384930
320,-70,602349
321,28,1069651
322,-36,496400
323,32,555600
324,-46,1848000
325,35,1869996
326,-29,1405710
327,157,15044286
328,-48,4003079
329,72,14760925
330,-66,5248092
331,139,19451238
332,-59,5042124
333,27,1104546
334,-32,600000
335,30,1509996
336,-71,5197146
337,29,6173766
338,-70,1314092
339,28,1237000
340,-44,1291332
341,55,2852818
342,-32,997181
343,43,2327577
344,-126,880908
345,25,564334
346,-75,4638850
347,38,4639000
348,-29,4258500
349,66,7491345
350,-83,2255505
351,53,2023507
352,-23,497143
353,41,3490000
354,-62,9591816
355,39,6560184
356,-157,2406942
357,27,3311058
358,-27,2988000
359,68,11682000
360,-242,18229530
361,24,1810470
362,-31,1971420
363,22,552864
364,-34,510331
365,29,601385
366,-25,1095816
367,38,1874184
368,-37,1243200
369,114,1021554
370,-33,789246
371,43,2379996
372,-43,4958004
373,43,7045632
374,-49,6882078
375,192,23400718
376,-106,4771612
377,41,5006956
378,-21,2200004
379,34,4790000
380,-30,1076666
381,21,4646664
382,-77,2256670
383,125,508000
384,-82,2892864
385,22,436636
386,-22,622500
387,41,1922857
388,-36,2475603
389,22,709364
390,-22,975251
391,90,5745495
392,-62,7596430
393,128,391662
394,-49,1643338
395,127,21027500
396,-97,846616
397,52,2629884
398,-21,385995
399,34,1333637
400,-52,2975310
401,29,1311966
402,-45,7269092
403,40,4030000
404,-38,3117270
405,26,640230
406,-83,1245000
407,104,3375000
408,-55,1666500
409,29,1181454
410,-92,5300256
411,23,728574
412,-84,3709716
413,74,4189040
414,-27,476188
415,106,1440768
416,-26,284004
417,55,10236000
418,-56,5601420
419,27,1212864
420,-170,5959716
421,28,396000
422,-61,2464285
423,50,3033215
424,-24,10483500
425,56,1756500
426,-24,1482498
427,141,10912002
428,-69,10898000
429,125,7252850
430,-57,10058575
431,37,1748575
432,-43,3588942
433,41,884058
434,-36,921000
435,48,1510284
436,-21,1604658
437,76,4693915
438,-24,1282853
439,101,17389290
440,-24,1926816
441,39,1293180
442,-47,1540812
443,71,12976692
444,-73,9544500
445,23,215135
446,-23,758575
447,34,941790
448,-48,15552500
449,41,5940135
450,-38,1118945
451,156,6915920
452,-142,18834816
453,73,14348184
454,-27,2630000
455,33,1963333
456,-21,1811667
457,29,934284
458,-65,1885716
459,47,3693330
460,-86,12105612
461,37,2771058
462,-105,2565000
463,23,543157
464,-66,2881128
465,26,1202381
466,-56,3252423
467,22,1247577
468,-35,1439334
469,31,4824000
470,-29,2689998
471,38,3771430
472,-76,1491296
473,29,458704
474,-28,854972
475,29,517600
476,-46,1997174
477,75,11894826
478,-133,8319000
479,24,670908
480,-125,5109092
481,65,2364000
482,-46,3694460
483,39,2484390
484,-25,2315610
485,102,6143540
486,-149,1121888
487,30,232930
488,-35,858750
489,44,388838
490,-87,1214344
491,67,1304250
492,-25,391200
493,23,408800
494,-21,133816
495,77,1320684
496,-22,597500
497,31,434284
498,-61,3658014
499,61,1472316
500,-24,614136
501,61,2246250
502,-84,4899000
503,44,1668000
504,-44,1563000
505,70,286662
506,-21,458493
507,47,1524251
508,-78,3993094
509,52,1484166
510,-43,1631794
511,50,5234870
512,-81,8450001
513,23,396669
514,-71,342500
515,70,1825000
516,-24,427500
517,86,5082000
518,-232,16795000
519,31,518000
520,-50,2009995
521,95,3510005
522,-34,1640000
523,30,3490000
524,-29,1495256
525,42,3064744
526,-90,6971567
527,40,379583
528,-33,627966
529,40,834156
530,-28,256431
531,43,1462432
532,-63,2665720
533,80,3269145
534,-73,6459000
535,31,1605666
536,-97,3198711
537,21,154623
538,-28,564000
539,51,774456
540,-39,714876
541,59,939846
542,-24,455938
543,64,2397134
544,-83,2829430
545,37,204320
546,-31,630554
547,21,617776
548,-23,586670
549,38,619996
550,-27,2078946
551,25,431058
552,-55,4189998
553,50,993063
554,-53,846939
555,24,345000
556,-27,869116
557,39,1353884
558,-41,1932000
559,21,510000
560,-115,3486168
561,67,943832
562,-38,667000
563,30,751632
564,-34,578868
565,34,1122954
566,-53,1619161
567,21,695385
568,-50,1520000
569,37,780000
570,-23,439200
571,39,2240796
572,-108,10160004
573,48,550000
574,-51,582500
575,22,701029
576,-24,482471
577,26,798000
578,-21,237000
579,45,2122632
580,-90,2567795
581,28,448573
582,-37,682500
583,60,2722500
584,-25,1414089
585,21,721911
586,-81,5217460
587,26,501536
588,-23,521004
589,45,622632
590,-73,2556367
591,69,791936
592,-34,197711
593,47,472354
594,-42,607530
595,99,3730470
596,-34,3829998
597,35,1666668
598,-26,1753334
599,22,3109999
600,-23,970001
601,68,7234996
602,-34,505004
603,32,839285
604,-25,318463
605,81,4912252
606,-56,2938635
607,47,3593031
608,-36,2113333
609,41,2413331
610,-29,406200
611,21,1242470
612,-113,3380856
613,55,622144
614,-103,1615000
615,39,625512
616,-110,2851988
617,33,1747500
618,-35,1177058
619,23,360442
620,-35,1514316
621,21,668184
622,-23,529278
623,70,4784055
624,-45,2540667
625,167,4465406
626,-36,509794
627,49,904800
628,-60,1456000
629,76,2807000
630,-30,1208000
631,33,926150
632,-87,3454850
633,34,2965662
634,-63,3320838
635,44,2256132
636,-27,215718
637,77,2972463
638,-25,372187
639,38,1063355
640,-32,993959
641,26,298300
642,-25,355386
643,28,823632
644,-39,756366
645,44,1497647
646,-34,1426105
647,22,1586250
648,-95,14104284
649,149,3662142
650,-21,1035673
651,57,1932185
652,-87,6045716
653,23,2299996
654,-31,2186004
655,79,8296500
656,-161,2848500
657,23,431135
658,-26,632865
659,26,880000
660,-37,1584000
661,34,816000
662,-43,4340000
663,26,1459996
664,-21,1420004
665,43,2830000
666,-55,4375256
667,41,856744
668,-92,4681232
669,25,1411768
670,-57,1758750
671,62,1797250
672,-21,889000
673,80,2290785
674,-34,667546
675,50,1781532
676,-62,2701137
677,38,1111500
678,-23,702498
679,78,4459998
680,-279,2878038
681,24,155721
682,-39,429618
683,56,404583
684,-21,79398
685,22,220602
686,-89,3596328
687,47,3965000
688,-68,5043570
689,21,294430
690,-46,1755942
691,50,1528193
692,-44,1404293
693,22,454722
694,-33,1839005
695,31,1878690
696,-70,1726155
697,45,879996
698,-34,701004
699,29,560250
700,-26,281825
701,31,636925
702,-79,8900000
703,36,865000
704,-24,981000
705,82,2523471
706,-67,3557529
707,48,1267284
708,-38,583873
709,60,1846249
710,-23,1051594
711,22,420425
712,-46,1799648
713,29,1453211
714,-39,2035716
715,52,2417135
716,-30,2436535
717,195,12907330
718,-23,890000
719,88,8099454
720,-31,5401212
721,35,3476191
722,-21,428393
723,211,4378746
724,-67,1470591
725,39,454413
726,-50,1455000
727,29,810000
728,-27,829350
729,35,1887785
730,-27,992865
731,39,543331
732,-21,1626664
733,37,2527505
734,-99,8782500
735,27,420000
736,-68,1065648
737,88,4527984
738,-22,1296368
739,177,17340512
740,-72,1708838
741,23,147785
742,-92,4703773
743,29,1135758
744,-26,970209
745,50,5005975
746,-105,7607145
747,29,876431
748,-76,1083045
749,58,734529
750,-33,437400
751,51,1233600
752,-60,791428
753,21,148572
754,-21,751250
755,112,3298221
756,-38,5960529
757,34,907500
758,-23,3142500
759,39,1590000
760,-22,2508460
761,52,1406540
762,-70,2648000
763,85,2935000
764,-35,1568070
765,28,1425500
766,-40,2042338
767,53,2196227
768,-138,11116865
769,69,1111216
770,-23,438346
771,82,1846438
772,-21,1315454
773,63,9214542
774,-24,1118004
775,22,2592000
776,-42,2994703
777,109,644047
778,-34,190870
779,26,142380
780,-80,634362
781,63,1529788
782,-27,313850
783,86,903569
784,-29,435716
785,35,1299715
786,-31,1368724
787,24,4053942
788,-25,3852084
789,73,12131250
790,-73,678000
791,40,739500
792,-25,582499
793,66,3404001
794,-52,1741454
795,47,10984546
796,-47,3115454
797,91,3237046
798,-36,916250
799,114,13731250
800,-59,4270000
801,34,1934284
802,-37,2031966
803,23,642078
804,-44,2176672
805,28,567500
806,-92,8196612
807,30,98949
808,-24,148224
809,63,631515
810,-24,268528
811,79,1042304
812,-49,1716368
813,23,2028570
814,-51,791424
815,23,750001
816,-69,2534005
817,104,3018500
818,-69,3071904
819,28,1640592
820,-160,5862504
821,33,2321500
822,-83,4577425
823,22,1125241
824,-43,2232534
825,30,1042800
826,-49,1218000
827,79,559150
828,-23,400310
829,38,1631040
830,-49,2445356
831,31,1069144
832,-30,7266000
833,50,7729058
834,-22,1272942
835,34,1126666
836,-190,1888788
837,38,1234542
838,-50,2605458
839,25,2094546
840,-35,2406666
841,47,8142084
842,-28,2848392
843,44,2686191
844,-21,322917
845,40,1358745
846,-37,1176255
847,25,453750
848,-59,2601420
849,31,647150
850,-47,490960
851,84,5720470
852,-28,2789230
853,59,3177436
854,-22,1823334
855,26,1272000
856,-37,2616000
857,47,642000
858,-24,638075
859,69,1665106
860,-36,4333918
861,41,6255401
862,-24,3761589
863,35,4284543
864,-145,5060653
865,39,695711
866,-75,1298464
867,41,5295824
868,-53,8450419
869,341,5055297
870,-21,282000
871,21,446000
872,-21,260000
873,78,17527000
874,-24,3125000
875,74,2518750
876,-93,1355565
877,42,859317
878,-49,1298467
879,33,499901
880,-35,1126000
881,56,11525330
882,-26,2931670
883,116,10313000
884,-38,4260000
885,36,840000
886,-73,308570
887,23,220180
888,-38,2251248
889,78,7360002
890,-21,1158460
891,48,5421536
892,-245,12593754
893,68,5759250
894,-86,3519000
895,35,1953000
896,-42,3918460
897,46,6195824
898,-36,3884805
899,124,4879479
900,-121,5212986
901,58,3577730
902,-134,8774530
903,23,674754
904,-24,700192
905,30,712582
906,-46,2227342
907,54,779445
908,-52,1464486
909,41,437919
910,-27,580750
911,24,620000
912,-53,2328000
913,42,4353333
914,-101,8961667
915,45,2205000
916,-26,1089350
917,72,1404650
918,-131,1550994
919,28,1220002
920,-23,463335
921,22,641469
922,-30,1342890
923,135,11175942
924,-44,876360
925,30,383640
926,-27,270210
927,32,4223658
928,-47,2026500
929,164,2520471
930,-22,617799
931,22,2439396
932,-21,561024
933,44,3855160
934,-22,5014292
935,44,7787472
936,-90,3526560
937,47,2237004
938,-24,945153
939,48,1450953
940,-49,4370716
941,43,6067724
942,-40,5275276
943,79,1487000
944,-95,1751250
945,27,1226250
946,-81,1065570
947,180,15140562
948,-43,2496366
949,25,763002
950,-52,921442
951,89,1947371
952,-21,1649612
953,58,1601908
954,-21,1536667
955,58,3479996
956,-48,8445004
957,43,2420000
958,-23,1838075
959,57,1561155
960,-56,1560770
961,45,753632
962,-37,995310
963,41,1691058
964,-22,2389998
965,56,2280002
966,-50,1978750
967,26,1631250
968,-53,1314703
969,53,7209581
970,-100,1127936
971,22,465961
972,-22,493918
973,38,979901
974,-52,2483000
975,37,1176535
976,-29,1717743
977,22,940722
978,-49,2765000
979,22,1500000
980,-29,5656420
981,22,4336758
982,-249,2345154
983,114,4806668
984,-35,1622099
985,25,1002901
986,-33,1502500
987,55,6802500
988,-26,2869350
989,59,2954934
990,-120,4232382
991,22,695334
992,-23,640500
993,34,2231784
994,-110,3510001
995,34,2125715
996,-29,2635710
997,22,758290
998,-50,2107250
999,34,688746
1000,-24,1707504
1001,72,1836132
1002,-33,343032
1003,151,1610558
1004,-55,618458
1005,26,464774
1006,-36,857877
1007,33,324669
1008,-31,978666
1009,22,453330
1010,-52,987504
1011,45,2492496
1012,-35,2319204
1013,90,9190800
1014,-73,3283332
1015,256,1348396
1016,-34,693272
1017,48,1410877
1018,-98,4535781
1019,22,371672
1020,-28,2025612
1021,87,13283058
1022,-25,758625
1023,71,1059375
1024,-26,269116
1025,49,1229213
1026,-32,1838891
1027,168,11079280
1028,-43,732785
1029,21,323893
1030,-29,1722996
1031,44,4158822
1032,-48,1995901
1033,65,3319103
1034,-81,6634998
1035,36,4703634
1036,-33,1536366
1037,27,2590002
1038,-26,1850000
1039,26,986150
1040,-43,4359560
1041,38,1424289
1042,-21,548461
1043,32,2061536
1044,-57,6209234
1045,40,5221678
1046,-55,6004092
1047,61,125216
1048,-52,2837284
1049,35,1691784
1050,-23,1785714
1051,26,6497502
1052,-97,4367371
1053,54,696305
1054,-44,1042296
1055,42,1236528
1056,-22,612000
1057,41,693000
1058,-174,2346970
1059,54,1495170
1060,-26,418508
1061,70,1414864
1062,-31,872563
1063,25,674425
1064,-91,1723263
1065,26,445387
1066,-72,1647966
1067,28,383384
1068,-55,1847748
1069,48,2169036
1070,-29,3110716
1071,50,2211000
1072,-33,905816
1073,293,7871514
1074,-27,1314360
1075,45,4262310
1076,-57,12954000
1077,25,678348
1078,-21,390280
1079,107,4817372
1080,-67,19278942
1081,84,3911058
1082,-29,2988000
1083,41,7662000
1084,-97,10339992
1085,49,2650008
1086,-23,1310000
1087,58,3407500
1088,-36,4380000
1089,22,746784
1090,-33,4487532
1091,35,4568184
1092,-27,2160000
1093,33,441000
1094,-23,950664
1095,26,1334871
1096,-71,5798463
1097,54,9500002
1098,-84,6705000
1099,59,2472500
1100,-36,1906500
1101,86,17496000
1102,-38,574285
1103,28,1233215
1104,-81,8142498
1105,64,10020002
1106,-22,1606666
1107,64,2708334
1108,-40,1399998
1109,25,1306668
1110,-24,1027450
1111,36,4312550
1112,-71,14833848
1113,23,384486
1114,-29,449285
1115,50,2027937
1116,-35,14717776
1117,32,2605002
1118,-30,3878331
1119,29,405669
1120,-39,1949075
1121,119,16786925
1122,-28,4274000
1123,34,819333
1124,-25,676666
1125,31,22466151
1126,-47,3472420
1127,97,24576430
1128,-140,17148000
1129,22,1012908
1130,-37,1496150
1131,29,872938
1132,-81,10241429
1133,52,5213575
1134,-34,847500
1135,52,3075000
1136,-115,6102500
1137,35,2237500
1138,-26,928500
1139,21,1416000
1140,-59,7825500
1141,25,5397500
1142,-43,4979284
1143,111,5010000
1144,-23,1548460
1145,40,7155824
1146,-25,4855716
1147,40,2250000
1148,-28,600000
1149,24,541150
1150,-45,2501850
1151,50,4637000
1152,-78,16639000
1153,31,1055996
1154,-43,584004
1155,61,1823135
1156,-34,2672863
1157,29,3070002
1158,-31,6290000
1159,33,5263428
1160,-59,8001572
1161,60,9929996
1162,-162,13535004
1163,58,16665000
1164,-38,1534998
1165,119,1058634
1166,-98,1767796
1167,97,1072857
1168,-32,256478
1169,63,1933521
1170,-98,8082858
1171,66,4277142
1172,-49,3709716
1173,51,1578000
1174,-141,5534146
1175,101,13281854
1176,-46,5254500
1177,29,212496
1178,-42,700004
1179,54,1664915
1180,-21,57812
1181,39,1004408
1182,-50,1891325
1183,38,2179040
1184,-56,7722498
1185,263,13759998
1186,-25,1480004
1187,26,2003632
1188,-35,11796368
1189,38,2662850
1190,-22,414046
1191,48,794104
1192,-47,15761142
1193,36,6975858
1194,-34,740000
1195,49,5957500
1196,-68,16652500
1197,98,7482500
1198,-26,2668500
1199,26,5664000
1200,-37,5509998
1201,57,3525716
1202,-52,4041556
1203,44,2622730
1204,-44,13272500
1205,48,9188784
1206,-26,3817200
1207,95,1056030
1208,-76,207052
1209,81,382408
1210,-38,281014
1211,46,822864
1212,-29,781432
1213,150,4418750
1214,-53,1817916
1215,24,818334
1216,-23,499615
1217,36,1415381
1218,-35,818754
1219,130,3611250
1220,-76,5733333
1221,36,1590951
1222,-51,3883716
1223,31,5370000
1224,-41,1578666
1225,23,759484
1226,-22,517070
1227,41,900780
1228,-23,313500
1229,23,325830
1230,-55,16368486
1231,22,685539
1232,-29,4106761
1233,28,1556792
1234,-37,923442
1235,58,6100650
1236,-37,3867270
1237,43,13844730
1238,-25,206570
1239,52,2308930
1240,-41,1042500
1241,54,7284000
1242,-98,12747285
1243,23,464715
1244,-44,853999
1245,71,7850001
1246,-30,2649200
1247,98,11975796
1248,-24,580004
1249,24,3400000
1250,-29,2069995
1251,24,2940005
1252,-114,15028413
1253,21,493587
1254,-22,2124666
1255,39,2378334
1256,-22,10177500
1257,59,3866586
1258,-39,3630913
1259,33,845501
1260,-23,1029115
1261,47,4421535
1262,-91,6156925
1263,28,3074425
1264,-90,5745908
1265,36,1428202
1266,-92,5969238
1267,49,5599152
1268,-29,2379425
1269,30,2172859
1270,-48,7731093
1271,62,1870623
1272,-48,2292942
1273,23,2741058
1274,-30,1806666
1275,103,8099648
1276,-147,9848686
1277,27,942000
1278,-32,1238763
1279,86,6641459
1280,-32,3198778
1281,53,1844000
1282,-72,6796420
1283,125,2395242
1284,-21,384246
1285,88,6059092
1286,-22,1809404
1287,21,2000592
1288,-66,2607062
1289,41,3034942
1290,-28,1358864
1291,22,1039132
1292,-73,2552004
1293,30,896181
1294,-27,736362
1295,71,778457
1296,-75,2637000
1297,26,1172500
1298,-87,3824592
1299,43,7399908
1300,-37,3806000
1301,64,4876471
1302,-55,1931638
1303,90,6289799
1304,-63,12199092
1305,77,3393330
1306,-25,211670
1307,69,2045908
1308,-37,4749956
1309,33,3255136
1310,-27,1782942
1311,31,2641058
1312,-31,8208570
1313,81,763930
1314,-23,682500
1315,41,2854284
1316,-89,18224176
1317,37,1445540
1318,-54,392250
1319,38,4300416
1320,-27,3542564
1321,37,12812770
1322,-45,2988000
1323,33,2679996
1324,-110,5492632
1325,32,7461656
1326,-27,2865168
1327,26,1196910
1328,-100,5769546
1329,41,1939092
1330,-66,5030568
1331,24,1096932
1332,-72,5683925
1333,28,930001
1334,-27,2793277
1335,21,1361611
1336,-30,2478389
1337,76,774911
1338,-32,1735386
1339,52,3097500
1340,-62,3647500
1341,26,3671000
1342,-62,11261142
1343,70,2254778
1344,-96,6044365
1345,23,1576215
1346,-26,5866500
1347,65,8588222
1348,-34,3317778
1349,97,8170000
1350,-33,7177500
1351,160,19496784
1352,-26,5743716
1353,22,2586000
1354,-70,509360
1355,71,4776640
1356,-39,10685000
1357,47,6512500
1358,-36,1692300
1359,47,1855200
1360,-40,1445000
1361,57,5926666
1362,-61,6786189
1363,28,487144
1364,-41,2338461
1365,42,3685172
1366,-183,11466366
1367,23,3466668
1368,-77,4326969
1369,53,5131365
1370,-69,2030000
1371,64,1242135
1372,-68,4351954
1373,40,1227061
1374,-101,7114714
1375,40,2081863
1376,-28,2719967
1377,97,3350032
1378,-195,959774
1379,27,1553305
1380,-89,2119905
1381,29,1447620
1382,-32,2566670
1383,56,5426150
1384,-28,1813850
1385,28,1054284
1386,-38,587998
1387,48,2835896
1388,-57,2609646
1389,49,1561176
1390,-34,2215999
1391,43,3317501
1392,-45,4965575
1393,25,2466925
1394,-44,4180710
1395,38,654290
1396,-61,4999000
1397,96,1064565
1398,-32,1894063
1399,24,571004
1400,-112,5841822
1401,53,4294542
1402,-25,4479093
1403,27,1663768
1404,-29,1457141
1405,62,3975456
1406,-52,1213998
1407,36,866698
1408,-58,2251850
1409,41,2361996
1410,-53,2092309
1411,73,5474830
1412,-21,2192863
1413,54,4527137
1414,-52,1652365
1415,88,1164132
1416,-23,104781
1417,24,498942
1418,-102,4771995
1419,27,1369220
1420,-57,3951430
1421,42,6315000
1422,-26,2420000
1423,49,1563178
1424,-26,1408488
1425,178,5785950
1426,-38,1866666
1427,21,1765002
1428,-52,8561664
1429,28,2733336
1430,-28,2360000
1431,82,1774284
1432,-101,3145716
1433,21,660000
1434,-32,660000
1435,35,6637500
1436,-167,14637492
1437,58,3554292
1438,-38,7249047
1439,77,9562819
1440,-24,816350
1441,80,2353500
1442,-21,1703995
1443,116,5473334
1444,-35,2681671
1445,30,3857000
1446,-54,6157998
1447,22,824287
1448,-209,1276715
1449,44,753996
1450,-93,2024707
1451,28,654239
1452,-86,1549239
1453,34,386103
1454,-90,1602591
1455,109,5879125
1456,-22,532570
1457,33,2968930
1458,-47,2622500
1459,31,434284
1460,-23,399832
1461,44,1344703
1462,-75,2102845
1463,48,1154871
1464,-66,2363465
1465,28,643000
1466,-44,216543
1467,27,158314
1468,-29,1087730
1469,24,331413
1470,-25,816000
1471,22,382000
1472,-25,404000
1473,25,1186908
1474,-33,969092
1475,22,645000
1476,-65,3794404
1477,49,2027654
1478,-30,2352942
1479,25,2391250
1480,-137,2801682
1481,56,819468
1482,-31,441600
1483,22,158608
1484,-27,189392
1485,66,888000
1486,-22,319278
1487,22,405722
1488,-31,898750
1489,87,7946250
1490,-54,1293529
1491,28,273971
1492,-76,1422160
1493,82,3323972
1494,-72,3638026
1495,49,450502
1496,-46,748408
1497,38,1676567
1498,-52,5371807
1499,74,7211058
1500,-46,7368750
1501,21,1455534
1502,-83,1659048
1503,85,1666668
1504,-22,549999
1505,43,444285
1506,-27,932382
1507,65,2250834
1508,-62,5741250
1509,29,2058750
1510,-26,1287500
1511,27,1289284
1512,-114,7315716
1513,46,240000
1514,-55,1448570
1515,24,749995
1516,-98,3220713
1517,40,1360722
1518,-28,780000
1519,31,1087500
1520,-43,2637954
1521,31,2704546
1522,-22,428942
1523,24,163984
1524,-26,556424
1525,31,870056
1526,-71,1229998
1527,31,498096
1528,-118,5122500
1529,52,1470000
1530,-68,1270587
1531,66,1039413
1532,-91,5430000
1533,21,1294284
1534,-22,946716
1535,30,823000
1536,-23,1522250
1537,73,2927595
1538,-85,6125244
1539,59,580911
1540,-21,360000
1541,21,393330
1542,-36,521670
1543,28,394284
1544,-76,1547001
1545,60,2172045
1546,-59,2816667
1547,83,833475
1548,-38,178498
1549,55,399568
1550,-21,127933
1551,36,337664
1552,-29,447865
1553,39,1670454
1554,-53,2656362
1555,34,2358180
1556,-65,2022860
1557,86,4277140
1558,-32,500004
1559,178,2625554
1560,-21,487302
1561,39,8084644
1562,-24,4932498
1563,52,8050002
1564,-63,1039601
1565,55,4120399
1566,-29,1099278
1567,49,3258222
1568,-103,5311730
1569,126,11047705
1570,-25,498065
1571,154,24822135
1572,-21,5851807
1573,71,3323058
1574,-88,941075
1575,28,1506925
1576,-46,4895454
1577,63,16458546
1578,-33,378090
1579,46,1719114
1580,-67,2356296
1581,60,4941132
1582,-91,10048868
1583,38,1378084
1584,-150,5246286
1585,146,4645265
1586,-47,2675365
1587,91,3054640
1588,-28,1506860
1589,31,1065228
1590,-23,2960772
1591,122,7948632
1592,-55,521239
1593,24,972629
1594,-21,465570
1595,33,2204430
1596,-77,1864035
1597,30,457871
1598,-21,1051458
1599,69,6403136
1600,-43,5342666
1601,45,3233334
1602,-24,154601
1603,32,974683
1604,-47,2965716
1605,23,1292724
1606,-35,1309776
1607,30,10339500
1608,-32,2484000
1609,61,2944000
1610,-29,110000
1611,61,837850
1612,-93,5136239
1613,31,5278911
1614,-50,3906000
1615,30,5007700
1616,-41,1109474
1617,35,1544042
1618,-33,849784
1619,41,1308750
1620,-22,1111249
1621,38,508751
1622,-62,3451249
1623,28,2117501
1624,-40,2442498
1625,24,445002
1626,-28,1837220
1627,42,3383930
1628,-22,2357183
